Program ID,Affiliate program name,Affiliate Link,GEO,Currency
17672,"Surveoo (BR) - SOI","//jf79.net/c/?si=17672&li=1764843&wi=#MEDIA_ID#&ws=#SUB_ID#","BR","EUR"
17673,"Surveoo (CA) - SOI","//jf79.net/c/?si=17673&li=1764845&wi=#MEDIA_ID#&ws=#SUB_ID#","CA","EUR"
17674,"Surveoo (SG) - SOI","//jf79.net/c/?si=17674&li=1764846&wi=#MEDIA_ID#&ws=#SUB_ID#","SG","EUR"
17675,"Surveoo (CH) - SOI","//jf79.net/c/?si=17675&li=1764847&wi=#MEDIA_ID#&ws=#SUB_ID#","CH","EUR"
17677,"Skikk (INT)","//jdt8.net/c/?si=17677&li=1765151&wi=#MEDIA_ID#&ws=#SUB_ID#","INT","EUR"
17678,"SurveyLama (AT) - SOI","//jdt8.net/c/?si=17678&li=1765199&wi=#MEDIA_ID#&ws=#SUB_ID#","AT","EUR"
17682,"Surveoo (US) - SOI","//jf79.net/c/?si=17682&li=1765439&wi=#MEDIA_ID#&ws=#SUB_ID#","US","EUR"
17683,"Surveoo (UK) - SOI","//jf79.net/c/?si=17683&li=1765475&wi=#MEDIA_ID#&ws=#SUB_ID#","UK","EUR"
17741,"SurveyLama (ES) - SOI","//jdt8.net/c/?si=17741&li=1768840&wi=#MEDIA_ID#&ws=#SUB_ID#","ES","EUR"
17742,"SurveyLama (PT) - SOI","//jdt8.net/c/?si=17742&li=1768841&wi=#MEDIA_ID#&ws=#SUB_ID#","PT","EUR"
17743,"SurveyLama (US) - SOI","//jdt8.net/c/?si=17743&li=1768842&wi=#MEDIA_ID#&ws=#SUB_ID#","US","EUR"
17744,"SurveyLama (CA) - SOI","//jdt8.net/c/?si=17744&li=1768843&wi=#MEDIA_ID#&ws=#SUB_ID#","CA","EUR"
17780,"SurveyLama (AU) - SOI","//jdt8.net/c/?si=17780&li=1770800&wi=#MEDIA_ID#&ws=#SUB_ID#","AU","EUR"
17781,"SurveyLama (BR) - SOI","//jdt8.net/c/?si=17781&li=1770801&wi=#MEDIA_ID#&ws=#SUB_ID#","BR","EUR"
17782,"SurveyLama (SG) - SOI","//jdt8.net/c/?si=17782&li=1770802&wi=#MEDIA_ID#&ws=#SUB_ID#","SG","EUR"
17790,"Surveoo (PL) - SOI","//jf79.net/c/?si=17790&li=1771105&wi=#MEDIA_ID#&ws=#SUB_ID#","PL","EUR"
17791,"Surveoo (TR) - SOI","//jf79.net/c/?si=17791&li=1771106&wi=#MEDIA_ID#&ws=#SUB_ID#","TR","EUR"
17792,"Surveoo (Indonesia) - SOI","//jf79.net/c/?si=17792&li=1771107&wi=#MEDIA_ID#&ws=#SUB_ID#","Indonesia","EUR"
17793,"Surveoo (NO) - SOI","//jf79.net/c/?si=17793&li=1771108&wi=#MEDIA_ID#&ws=#SUB_ID#","NO","EUR"
17794,"Surveoo (DK) - SOI","//jf79.net/c/?si=17794&li=1771109&wi=#MEDIA_ID#&ws=#SUB_ID#","DK","EUR"
17795,"Surveoo (Croatia) - SOI","//jf79.net/c/?si=17795&li=1771110&wi=#MEDIA_ID#&ws=#SUB_ID#","Croatia","EUR"
17796,"Surveoo (Latvia) - SOI","//jf79.net/c/?si=17796&li=1771117&wi=#MEDIA_ID#&ws=#SUB_ID#","Latvia","EUR"
17797,"Surveoo (Estonia) - SOI","//jf79.net/c/?si=17797&li=1771118&wi=#MEDIA_ID#&ws=#SUB_ID#","Estonia","EUR"
17798,"Surveoo (Malta) - SOI","//jf79.net/c/?si=17798&li=1771119&wi=#MEDIA_ID#&ws=#SUB_ID#","Malta","EUR"
17799,"Surveoo (Cyprus) - SOI","//jf79.net/c/?si=17799&li=1771120&wi=#MEDIA_ID#&ws=#SUB_ID#","Cyprus","EUR"
17800,"Surveoo (Luxembourg) - SOI","//jf79.net/c/?si=17800&li=1771121&wi=#MEDIA_ID#&ws=#SUB_ID#","Luxembourg","EUR"
17801,"Surveoo (Lithuania) - SOI","//jf79.net/c/?si=17801&li=1771122&wi=#MEDIA_ID#&ws=#SUB_ID#","Lithuania","EUR"
17802,"Surveoo (Slovakia) - SOI","//jf79.net/c/?si=17802&li=1771123&wi=#MEDIA_ID#&ws=#SUB_ID#","Slovakia","EUR"
17803,"Surveoo (FI) - SOI","//jf79.net/c/?si=17803&li=1771124&wi=#MEDIA_ID#&ws=#SUB_ID#","FI","EUR"
17804,"Surveoo (GR) - SOI","//jf79.net/c/?si=17804&li=1771125&wi=#MEDIA_ID#&ws=#SUB_ID#","GR","EUR"
17805,"Surveoo (AT) - SOI","//jf79.net/c/?si=17805&li=1771126&wi=#MEDIA_ID#&ws=#SUB_ID#","AT","EUR"
17853,"Surveoo (CO) - SOI","//jf79.net/c/?si=17853&li=1773228&wi=#MEDIA_ID#&ws=#SUB_ID#","CO","EUR"
17854,"Surveoo (CL) - SOI","//jf79.net/c/?si=17854&li=1773229&wi=#MEDIA_ID#&ws=#SUB_ID#","CL","EUR"
17855,"Surveoo (Peru) - SOI","//jf79.net/c/?si=17855&li=1773230&wi=#MEDIA_ID#&ws=#SUB_ID#","Peru","EUR"
17871,"Nordic Sheep (DK)","//jdt8.net/c/?si=17871&li=1774352&wi=#MEDIA_ID#&ws=#SUB_ID#","DK","DKK"
17872,"Nordic Sheep (DE)","//jdt8.net/c/?si=17872&li=1774353&wi=#MEDIA_ID#&ws=#SUB_ID#","DE","DKK"
17873,"Nordic Sheep (SE)","//jdt8.net/c/?si=17873&li=1774354&wi=#MEDIA_ID#&ws=#SUB_ID#","SE","DKK"
17881,"Surveoo (Japan) SOI","//jf79.net/c/?si=17881&li=1774788&wi=#MEDIA_ID#&ws=#SUB_ID#","Japan","EUR"
17882,"Surveoo (South Korea) - SOI","//jf79.net/c/?si=17882&li=1774789&wi=#MEDIA_ID#&ws=#SUB_ID#","South Korea","EUR"
17883,"Surveoo (South Africa) SOI","//jf79.net/c/?si=17883&li=1774790&wi=#MEDIA_ID#&ws=#SUB_ID#","South Africa","EUR"
17884,"Surveoo (Vietnam) - SOI","//jf79.net/c/?si=17884&li=1774791&wi=#MEDIA_ID#&ws=#SUB_ID#","Vietnam","EUR"
17885,"Surveoo (Thailand) - SOI","//jf79.net/c/?si=17885&li=1774792&wi=#MEDIA_ID#&ws=#SUB_ID#","Thailand","EUR"
17886,"Surveoo (Malaysia) - SOI","//jf79.net/c/?si=17886&li=1774793&wi=#MEDIA_ID#&ws=#SUB_ID#","Malaysia","EUR"
17887,"Surveoo (Taiwan) - SOI","//jf79.net/c/?si=17887&li=1774794&wi=#MEDIA_ID#&ws=#SUB_ID#","Taiwan","EUR"
17888,"Surveoo (Saudi Arabia) - SOI","//jf79.net/c/?si=17888&li=1774795&wi=#MEDIA_ID#&ws=#SUB_ID#","Saudi Arabia","EUR"
17889,"Surveoo (Philippines) - SOI","//jf79.net/c/?si=17889&li=1774796&wi=#MEDIA_ID#&ws=#SUB_ID#","Philippines","EUR"
17890,"Surveoo (India) - SOI","//jf79.net/c/?si=17890&li=1774797&wi=#MEDIA_ID#&ws=#SUB_ID#","India","EUR"
17896,"Aarniwood (FI - INT)","//dc.aarniwood.com/c/?si=17896&li=1775068&wi=#MEDIA_ID#&ws=#SUB_ID#","FI - INT","EUR"
17900,"Robell (DE)","//jdt8.net/c/?si=17900&li=1775254&wi=#MEDIA_ID#&ws=#SUB_ID#","DE","DKK"
17901,"Robell (EU)","//jdt8.net/c/?si=17901&li=1775255&wi=#MEDIA_ID#&ws=#SUB_ID#","EU","DKK"
17902,"Robell (DK)","//jdt8.net/c/?si=17902&li=1775256&wi=#MEDIA_ID#&ws=#SUB_ID#","DK","DKK"
17910,"SurveyLama (IE) - SOI","//jdt8.net/c/?si=17910&li=1775357&wi=#MEDIA_ID#&ws=#SUB_ID#","IE","EUR"
17911,"SurveyLama (PL) - SOI","//jdt8.net/c/?si=17911&li=1775358&wi=#MEDIA_ID#&ws=#SUB_ID#","PL","EUR"
17912,"SurveyLama (AR) - SOI","//jdt8.net/c/?si=17912&li=1775359&wi=#MEDIA_ID#&ws=#SUB_ID#","AR","EUR"
17913,"SurveyLama (CO) - SOI","//jdt8.net/c/?si=17913&li=1775364&wi=#MEDIA_ID#&ws=#SUB_ID#","CO","EUR"
17914,"SurveyLama (CL) - SOI","//jdt8.net/c/?si=17914&li=1775365&wi=#MEDIA_ID#&ws=#SUB_ID#","CL","EUR"
17954,"Surveoo (EG) - SOI","//jf79.net/c/?si=17954&li=1776245&wi=#MEDIA_ID#&ws=#SUB_ID#","EG","EUR"
17955,"Surveoo (SE) - SOI","//jf79.net/c/?si=17955&li=1776280&wi=#MEDIA_ID#&ws=#SUB_ID#","SE","EUR"
17961,"Prime Opinion (UK)","//jdt8.net/c/?si=17961&li=1776699&wi=#MEDIA_ID#&ws=#SUB_ID#","UK","EUR"
17963,"Prime Opinion (US)","//jdt8.net/c/?si=17963&li=1776915&wi=#MEDIA_ID#&ws=#SUB_ID#","US","EUR"
17977,"Suomikauppa (FI)","//jdt8.net/c/?si=17977&li=1777815&wi=#MEDIA_ID#&ws=#SUB_ID#","FI","EUR"
17978,"Surveoo (Bulgaria) - SOI","//jf79.net/c/?si=17978&li=1777818&wi=#MEDIA_ID#&ws=#SUB_ID#","Bulgaria","EUR"
17980,"Prime Opinion (DE)","//jdt8.net/c/?si=17980&li=1778118&wi=#MEDIA_ID#&ws=#SUB_ID#","DE","EUR"
17981,"Prime Opinion (AUS)","//jdt8.net/c/?si=17981&li=1778137&wi=#MEDIA_ID#&ws=#SUB_ID#","AUS","EUR"
17991,"Ojacet (FI, SE, EU)","//jdt8.net/c/?si=17991&li=1778566&wi=#MEDIA_ID#&ws=#SUB_ID#","FI, SE, EU","EUR"
18012,"Surveoo (Ecuador) - SOI","//jf79.net/c/?si=18012&li=1779851&wi=#MEDIA_ID#&ws=#SUB_ID#","Ecuador","EUR"
18013,"Surveoo (Bolivia) - SOI","//jf79.net/c/?si=18013&li=1779852&wi=#MEDIA_ID#&ws=#SUB_ID#","Bolivia","EUR"
18014,"Surveoo (Paraguay) - SOI","//jf79.net/c/?si=18014&li=1779867&wi=#MEDIA_ID#&ws=#SUB_ID#","Paraguay","EUR"
18015,"Surveoo (Uruguay) - SOI","//jf79.net/c/?si=18015&li=1779868&wi=#MEDIA_ID#&ws=#SUB_ID#","Uruguay","EUR"
18016,"Surveoo (Nigeria) - SOI","//jf79.net/c/?si=18016&li=1779869&wi=#MEDIA_ID#&ws=#SUB_ID#","Nigeria","EUR"
18017,"Surveoo (NZ) - SOI","//jf79.net/c/?si=18017&li=1779871&wi=#MEDIA_ID#&ws=#SUB_ID#","NZ","EUR"
18018,"Surveoo (Israel) - SOI","//jf79.net/c/?si=18018&li=1779872&wi=#MEDIA_ID#&ws=#SUB_ID#","Israel","EUR"
18040,"Sumilayi (FI)","//bdt9.net/c/?si=18040&li=1780414&wi=#MEDIA_ID#&ws=#SUB_ID#","FI","EUR"
18041,"Sumilayi (INT)","//bdt9.net/c/?si=18041&li=1780422&wi=#MEDIA_ID#&ws=#SUB_ID#","INT","EUR"
18047,"YouGov (ES) Males 18-34yo","//rkn3.net/c/?si=18047&li=1780602&wi=#MEDIA_ID#&ws=#SUB_ID#","ES","EUR"
18059,"Feel Vivid (FI-SE-EU)","//bdt9.net/c/?si=18059&li=1781281&wi=#MEDIA_ID#&ws=#SUB_ID#","FI-SE-EU","EUR"
18060,"SurveyLama (ZA) - SOI","//jdt8.net/c/?si=18060&li=1781455&wi=#MEDIA_ID#&ws=#SUB_ID#","ZA","EUR"
18061,"SurveyLama (SE) - SOI","//jdt8.net/c/?si=18061&li=1781456&wi=#MEDIA_ID#&ws=#SUB_ID#","SE","EUR"
18062,"SurveyLama (GR) - SOI","//jdt8.net/c/?si=18062&li=1781457&wi=#MEDIA_ID#&ws=#SUB_ID#","GR","EUR"
18063,"SurveyLama (PE) - SOI","//jdt8.net/c/?si=18063&li=1781458&wi=#MEDIA_ID#&ws=#SUB_ID#","PE","EUR"
18064,"SurveyLama (FI) - SOI","//jdt8.net/c/?si=18064&li=1781459&wi=#MEDIA_ID#&ws=#SUB_ID#","FI","EUR"
18065,"Prime Opinion (CA_ENG)","//jdt8.net/c/?si=18065&li=1781559&wi=#MEDIA_ID#&ws=#SUB_ID#","CA_ENG","EUR"
18066,"Prime Opinion (IE)","//jdt8.net/c/?si=18066&li=1781560&wi=#MEDIA_ID#&ws=#SUB_ID#","IE","EUR"
18084,"Min lille mus (DK)","//jf79.net/c/?si=18084&li=1783261&wi=#MEDIA_ID#&ws=#SUB_ID#","DK","EUR"
18102,"Lammeskindet (DK)","//jdt8.net/c/?si=18102&li=1783825&wi=#MEDIA_ID#&ws=#SUB_ID#","DK","DKK"
18103,"Faarskinn (SE)","//jdt8.net/c/?si=18103&li=1783826&wi=#MEDIA_ID#&ws=#SUB_ID#","SE","SEK"
18104,"Lammfellhaus (DE)","//jdt8.net/c/?si=18104&li=1783828&wi=#MEDIA_ID#&ws=#SUB_ID#","DE","EUR"
18105,"Natures Collection (DK)","//jdt8.net/c/?si=18105&li=1783829&wi=#MEDIA_ID#&ws=#SUB_ID#","DK","DKK"
18106,"Natures Collection (SE)","//jdt8.net/c/?si=18106&li=1783830&wi=#MEDIA_ID#&ws=#SUB_ID#","SE","SEK"
18107,"Natures Collection (EU)","//jdt8.net/c/?si=18107&li=1783831&wi=#MEDIA_ID#&ws=#SUB_ID#","EU","EUR"
18108,"Natures Collection (DE)","//jdt8.net/c/?si=18108&li=1783833&wi=#MEDIA_ID#&ws=#SUB_ID#","DE","EUR"
18114,"Sukkamestarit (FI - EU - DE)","//bdt9.net/c/?si=18114&li=1784053&wi=#MEDIA_ID#&ws=#SUB_ID#","FI - EU - DE","EUR"
18120,"Wølmark (FI - EU)","//dc1.wolmark.fi/c/?si=18120&li=1784516&wi=#MEDIA_ID#&ws=#SUB_ID#","FI - EU","EUR"
18138,"Isabel Marant (INT)","//bdt9.net/c/?si=18138&li=1785243&wi=#MEDIA_ID#&ws=#SUB_ID#","INT","EUR"
18152,"Rewards Giant (US) SOI - MOBILE ONLY","//bdt9.net/c/?si=18152&li=1785889&wi=#MEDIA_ID#&ws=#SUB_ID#","US","USD"
18157,"Rewards Giant (UK) SOI - MOBILE ONLY","//bdt9.net/c/?si=18157&li=1786060&wi=#MEDIA_ID#&ws=#SUB_ID#","UK","USD"
18158,"Rewards Giant (AUS) SOI - MOBILE ONLY","//bdt9.net/c/?si=18158&li=1786061&wi=#MEDIA_ID#&ws=#SUB_ID#","AUS","USD"
18159,"Rewards Giant (CA) SOI - MOBILE ONLY","//bdt9.net/c/?si=18159&li=1786062&wi=#MEDIA_ID#&ws=#SUB_ID#","CA","USD"
18167,"Surveoo (UAE) - SOI","//jf79.net/c/?si=18167&li=1786576&wi=#MEDIA_ID#&ws=#SUB_ID#","UAE","EUR"
18168,"Surveoo (Dominican Republic) - SOI","//jf79.net/c/?si=18168&li=1786577&wi=#MEDIA_ID#&ws=#SUB_ID#","Dominican Republic","EUR"
18169,"Surveoo (Guatemala) - SOI","//jf79.net/c/?si=18169&li=1786578&wi=#MEDIA_ID#&ws=#SUB_ID#","Guatemala","EUR"
18170,"Surveoo (Kenya) - SOI","//jf79.net/c/?si=18170&li=1786579&wi=#MEDIA_ID#&ws=#SUB_ID#","Kenya","EUR"
18171,"Surveoo (Pakistan) - SOI","//jf79.net/c/?si=18171&li=1786580&wi=#MEDIA_ID#&ws=#SUB_ID#","Pakistan","EUR"
18172,"Surveoo (Morocco) - SOI","//jf79.net/c/?si=18172&li=1786581&wi=#MEDIA_ID#&ws=#SUB_ID#","Morocco","EUR"
18173,"Surveoo (Honduras) - SOI","//jf79.net/c/?si=18173&li=1786582&wi=#MEDIA_ID#&ws=#SUB_ID#","Honduras","EUR"
18174,"Surveoo (Nicaragua) - SOI","//jf79.net/c/?si=18174&li=1786583&wi=#MEDIA_ID#&ws=#SUB_ID#","Nicaragua","EUR"
18175,"Surveoo (Panama)","//jf79.net/c/?si=18175&li=1786584&wi=#MEDIA_ID#&ws=#SUB_ID#","Panama","EUR"
18176,"Surveoo (Puerto Rico)","//jf79.net/c/?si=18176&li=1786586&wi=#MEDIA_ID#&ws=#SUB_ID#","Puerto Rico","EUR"
18177,"Surveoo (El Salvador) - SOI","//jf79.net/c/?si=18177&li=1786587&wi=#MEDIA_ID#&ws=#SUB_ID#","El Salvador","EUR"
18196,"Netlingeri (DK)","//bdt9.net/c/?si=18196&li=1787135&wi=#MEDIA_ID#&ws=#SUB_ID#","DK","DKK"
18197,"Netlingeri (SE)","//bdt9.net/c/?si=18197&li=1787137&wi=#MEDIA_ID#&ws=#SUB_ID#","SE","DKK"
18198,"Netlingeri (NO)","//bdt9.net/c/?si=18198&li=1787138&wi=#MEDIA_ID#&ws=#SUB_ID#","NO","DKK"
18199,"Netlingeri (DE)","//bdt9.net/c/?si=18199&li=1787139&wi=#MEDIA_ID#&ws=#SUB_ID#","DE","DKK"
18215,"Surveoo (Hong Kong) - SOI","//jf79.net/c/?si=18215&li=1787906&wi=#MEDIA_ID#&ws=#SUB_ID#","Hong Kong","EUR"
18216,"Surveoo (Kuwait) - SOI","//jf79.net/c/?si=18216&li=1787909&wi=#MEDIA_ID#&ws=#SUB_ID#","Kuwait","EUR"
18217,"Surveoo (Qatar) - SOI","//jf79.net/c/?si=18217&li=1787912&wi=#MEDIA_ID#&ws=#SUB_ID#","Qatar","EUR"
18218,"Surveoo (Kazakhstan) - SOI","//jf79.net/c/?si=18218&li=1787915&wi=#MEDIA_ID#&ws=#SUB_ID#","Kazakhstan","EUR"
18219,"Surveoo (Romania) - SOI","//jf79.net/c/?si=18219&li=1787918&wi=#MEDIA_ID#&ws=#SUB_ID#","Romania","EUR"
18220,"Surveoo (Lebanon) - SOI","//jf79.net/c/?si=18220&li=1787921&wi=#MEDIA_ID#&ws=#SUB_ID#","Lebanon","EUR"
18221,"Surveoo (Serbia) - SOI","//jf79.net/c/?si=18221&li=1787924&wi=#MEDIA_ID#&ws=#SUB_ID#","Serbia","EUR"
18232,"In Front Women (DK)","//bdt9.net/c/?si=18232&li=1788249&wi=#MEDIA_ID#&ws=#SUB_ID#","DK","DKK"
18233,"In Front Women (EU)","//bdt9.net/c/?si=18233&li=1788264&wi=#MEDIA_ID#&ws=#SUB_ID#","EU","DKK"
18237,"Dyrberg Kern (EU)","//bdt9.net/c/?si=18237&li=1788268&wi=#MEDIA_ID#&ws=#SUB_ID#","EU","DKK"
18238,"Dyrberg Kern (DK)","//bdt9.net/c/?si=18238&li=1788269&wi=#MEDIA_ID#&ws=#SUB_ID#","DK","DKK"
18239,"Dyrberg Kern (NO)","//bdt9.net/c/?si=18239&li=1788270&wi=#MEDIA_ID#&ws=#SUB_ID#","NO","DKK"
18240,"Dyrberg Kern (SE)","//bdt9.net/c/?si=18240&li=1788271&wi=#MEDIA_ID#&ws=#SUB_ID#","SE","DKK"
18270,"Heirol (FI - EU)","//bdt9.net/c/?si=18270&li=1789258&wi=#MEDIA_ID#&ws=#SUB_ID#","FI - EU","EUR"
18271,"Minun Pikkuiseni (FI)","//jf79.net/c/?si=18271&li=1789587&wi=#MEDIA_ID#&ws=#SUB_ID#","FI","EUR"
18274,"Surveoo (Bahrain) - SOI","//jf79.net/c/?si=18274&li=1789653&wi=#MEDIA_ID#&ws=#SUB_ID#","Bahrain","EUR"
18275,"Surveoo (Czech Republic) - SOI","//jf79.net/c/?si=18275&li=1789656&wi=#MEDIA_ID#&ws=#SUB_ID#","Czech Republic","EUR"
18276,"Surveoo (Algeria) - SOI","//jf79.net/c/?si=18276&li=1789663&wi=#MEDIA_ID#&ws=#SUB_ID#","Algeria","EUR"
18277,"Surveoo (Hungary) - SOI","//jf79.net/c/?si=18277&li=1789669&wi=#MEDIA_ID#&ws=#SUB_ID#","Hungary","EUR"
18278,"Surveoo (Jordan) - SOI","//jf79.net/c/?si=18278&li=1789690&wi=#MEDIA_ID#&ws=#SUB_ID#","Jordan","EUR"
18279,"Surveoo (Oman) - SOI","//jf79.net/c/?si=18279&li=1789700&wi=#MEDIA_ID#&ws=#SUB_ID#","Oman","EUR"
18282,"Ubisoft (FR)","//lt45.net/c/?si=18282&li=1789739&wi=#MEDIA_ID#&ws=#SUB_ID#","FR","EUR"
18286,"Prime Opinion (MX)","//jdt8.net/c/?si=18286&li=1789770&wi=#MEDIA_ID#&ws=#SUB_ID#","MX","EUR"
18288,"Prime Opinion (ES)","//jdt8.net/c/?si=18288&li=1789818&wi=#MEDIA_ID#&ws=#SUB_ID#","ES","EUR"
18289,"Prime Opinion (FR)","//jdt8.net/c/?si=18289&li=1789889&wi=#MEDIA_ID#&ws=#SUB_ID#","FR","EUR"
18291,"Prime Opinion (IT)","//jdt8.net/c/?si=18291&li=1789891&wi=#MEDIA_ID#&ws=#SUB_ID#","IT","EUR"
18321,"Netlingeri (EU)","//bdt9.net/c/?si=18321&li=1791982&wi=#MEDIA_ID#&ws=#SUB_ID#","EU","DKK"
18322,"Netlingeri (FR)","//bdt9.net/c/?si=18322&li=1792006&wi=#MEDIA_ID#&ws=#SUB_ID#","FR","DKK"
18323,"Netlingeri (NL)","//bdt9.net/c/?si=18323&li=1792045&wi=#MEDIA_ID#&ws=#SUB_ID#","NL","DKK"
18344,"Prime Opinion (NL)","//jdt8.net/c/?si=18344&li=1792553&wi=#MEDIA_ID#&ws=#SUB_ID#","NL","EUR"
18356,"Prime Opinion (NZ)","//jdt8.net/c/?si=18356&li=1793176&wi=#MEDIA_ID#&ws=#SUB_ID#","NZ","EUR"
18366,"Lingoda (INT)","//bdt9.net/c/?si=18366&li=1794122&wi=#MEDIA_ID#&ws=#SUB_ID#","INT","EUR"
18371,"TEMU (INT)","//bdt9.net/c/?si=18371&li=1794175&wi=#MEDIA_ID#&ws=#SUB_ID#","INT","EUR"
18409,"Opinion Edge (US)","//bdt9.net/c/?si=18409&li=1795838&wi=#MEDIA_ID#&ws=#SUB_ID#","US","USD"
18422,"Nordic Sheep (NO)","//jdt8.net/c/?si=18422&li=1796217&wi=#MEDIA_ID#&ws=#SUB_ID#","NO","DKK"
18423,"Greenpanthera (IT)","//jdt8.net/c/?si=18423&li=1796280&wi=#MEDIA_ID#&ws=#SUB_ID#","IT","EUR"
18424,"Greenpanthera (SG)","//jdt8.net/c/?si=18424&li=1796283&wi=#MEDIA_ID#&ws=#SUB_ID#","SG","EUR"
18433,"Oakley (EU) - USD","//bdt9.net/c/?si=18433&li=1796803&wi=#MEDIA_ID#&ws=#SUB_ID#","EU","USD"
18439,"Ubisoft (Nordics)","//lt45.net/c/?si=18439&li=1796925&wi=#MEDIA_ID#&ws=#SUB_ID#","Nordics","EUR"
18453,"Prime Opinion (BE_FR)","//jdt8.net/c/?si=18453&li=1797336&wi=#MEDIA_ID#&ws=#SUB_ID#","BE_FR","EUR"
18454,"Prime Opinion (BE_NL)","//jdt8.net/c/?si=18454&li=1797337&wi=#MEDIA_ID#&ws=#SUB_ID#","BE_NL","EUR"
18456,"Prime Opinion (KSA_AR)","//jdt8.net/c/?si=18456&li=1797339&wi=#MEDIA_ID#&ws=#SUB_ID#","KSA_AR","EUR"
18472,"Prydligt (SE)","//bdt9.net/c/?si=18472&li=1798000&wi=#MEDIA_ID#&ws=#SUB_ID#","SE","SEK"
18473,"Prydligt (FI)","//bdt9.net/c/?si=18473&li=1798001&wi=#MEDIA_ID#&ws=#SUB_ID#","FI","SEK"
18474,"Prydligt (DE)","//bdt9.net/c/?si=18474&li=1798002&wi=#MEDIA_ID#&ws=#SUB_ID#","DE","SEK"
18475,"Prydligt (NL)","//bdt9.net/c/?si=18475&li=1798003&wi=#MEDIA_ID#&ws=#SUB_ID#","NL","SEK"
18476,"Prydligt (EU)","//bdt9.net/c/?si=18476&li=1798004&wi=#MEDIA_ID#&ws=#SUB_ID#","EU","SEK"
18489,"Eufy (EU)","//bdt9.net/c/?si=18489&li=1798471&wi=#MEDIA_ID#&ws=#SUB_ID#","EU","EUR"
18490,"SurveyLama (BG) - SOI","//jdt8.net/c/?si=18490&li=1798595&wi=#MEDIA_ID#&ws=#SUB_ID#","BG","EUR"
18491,"SurveyLama (PH) - SOI","//jdt8.net/c/?si=18491&li=1798596&wi=#MEDIA_ID#&ws=#SUB_ID#","PH","EUR"
18492,"SurveyLama (RO) - SOI","//jdt8.net/c/?si=18492&li=1798600&wi=#MEDIA_ID#&ws=#SUB_ID#","RO","EUR"
18512,"Surveoo (Angola) - SOI","//jf79.net/c/?si=18512&li=1798994&wi=#MEDIA_ID#&ws=#SUB_ID#","Angola","EUR"
18513,"Surveoo (Botswana) - SOI","//jf79.net/c/?si=18513&li=1798995&wi=#MEDIA_ID#&ws=#SUB_ID#","Botswana","EUR"
18514,"Surveoo (Congo) - SOI","//jf79.net/c/?si=18514&li=1798996&wi=#MEDIA_ID#&ws=#SUB_ID#","Congo","EUR"
18515,"Surveoo (Cameroon) - SOI","//jf79.net/c/?si=18515&li=1798997&wi=#MEDIA_ID#&ws=#SUB_ID#","Cameroon","EUR"
18516,"Surveoo (Costa Rica) - SOI","//jf79.net/c/?si=18516&li=1798998&wi=#MEDIA_ID#&ws=#SUB_ID#","Costa Rica","EUR"
18517,"Surveoo (Ghana) - SOI","//jf79.net/c/?si=18517&li=1798999&wi=#MEDIA_ID#&ws=#SUB_ID#","Ghana","EUR"
18518,"Surveoo (Gambia) - SOI","//jf79.net/c/?si=18518&li=1799000&wi=#MEDIA_ID#&ws=#SUB_ID#","Gambia","EUR"
18520,"Surveoo (Sierra Leone) - SOI","//jf79.net/c/?si=18520&li=1799017&wi=#MEDIA_ID#&ws=#SUB_ID#","Sierra Leone","EUR"
18521,"Surveoo (Liberia) - SOI","//jf79.net/c/?si=18521&li=1799019&wi=#MEDIA_ID#&ws=#SUB_ID#","Liberia","EUR"
18522,"Surveoo (South Sudan) - SOI","//jf79.net/c/?si=18522&li=1799022&wi=#MEDIA_ID#&ws=#SUB_ID#","South Sudan","EUR"
18523,"Surveoo (Lesotho) - SOI","//jf79.net/c/?si=18523&li=1799041&wi=#MEDIA_ID#&ws=#SUB_ID#","Lesotho","EUR"
18524,"Surveoo (Mauritius) - SOI","//jf79.net/c/?si=18524&li=1799059&wi=#MEDIA_ID#&ws=#SUB_ID#","Mauritius","EUR"
18525,"Surveoo (Malawi) - SOI","//jf79.net/c/?si=18525&li=1799077&wi=#MEDIA_ID#&ws=#SUB_ID#","Malawi","EUR"
18526,"Surveoo (Mozambique) - SOI","//jf79.net/c/?si=18526&li=1799081&wi=#MEDIA_ID#&ws=#SUB_ID#","Mozambique","EUR"
18527,"Surveoo (Namibia) - SOI","//jf79.net/c/?si=18527&li=1799083&wi=#MEDIA_ID#&ws=#SUB_ID#","Namibia","EUR"
18528,"Surveoo (Rwanda) -SOI","//jf79.net/c/?si=18528&li=1799085&wi=#MEDIA_ID#&ws=#SUB_ID#","Rwanda","EUR"
18529,"Surveoo (Eswatini (formerly Swaziland)) - SOI","//jf79.net/c/?si=18529&li=1799096&wi=#MEDIA_ID#&ws=#SUB_ID#","Eswatini (formerly Swaziland","EUR"
18530,"Surveoo (Tanzania) - SOI","//jf79.net/c/?si=18530&li=1799097&wi=#MEDIA_ID#&ws=#SUB_ID#","Tanzania","EUR"
18531,"Surveoo (Uganda) - SOI","//jf79.net/c/?si=18531&li=1799098&wi=#MEDIA_ID#&ws=#SUB_ID#","Uganda","EUR"
18532,"Surveoo (Zambia) - SOI","//jf79.net/c/?si=18532&li=1799099&wi=#MEDIA_ID#&ws=#SUB_ID#","Zambia","EUR"
18533,"Surveoo (Zimbabwe) - SOI","//jf79.net/c/?si=18533&li=1799100&wi=#MEDIA_ID#&ws=#SUB_ID#","Zimbabwe","EUR"
